p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,datagenes,external_gene_name,ensembl_gene_id,description,human_ortholog,humangene,human_description
1.907807530179146e-36,0.5479554813661577,0.515,0.249,1.380298748084612e-32,10,mrpl41,mrpl41,ENSNFUG00015012244,mitochondrial ribosomal protein L41,ENSG00000182154,MRPL41,mitochondrial ribosomal protein L41
2.9832186675055946e-36,0.5857260720777839,0.294,0.106,2.1583587059402978e-32,10,UBR7,UBR7,ENSNFUG00015004019,putative E3 ubiquitin-protein ligase UBR7,ENSG00000012963,UBR7,ubiquitin protein ligase E3 component n-recognin 7
2.9832186675055946e-36,0.5857260720777839,0.294,0.106,2.1583587059402978e-32,10,UBR7,UBR7,ENSNFUG00015004019,putative E3 ubiquitin-protein ligase UBR7,ENSG00000259066,,novel protein
4.6002499160085515e-36,0.5613750346992274,0.86,0.612,3.328280814232187e-32,10,Nfu-g-1-014200,NA,NA,NA,NA,NA,NA
1.1417855229686428e-35,0.8569516492000698,0.304,0.115,8.260818258678131e-32,10,RPA2,RPA2,ENSNFUG00015001103,replication protein A2,ENSG00000117748,RPA2,replication protein A2
3.236607784289036e-35,0.5047148041437974,0.63,0.348,2.3416857319331174e-31,10,PDRG1,PDRG1,ENSNFUG00015016244,p53 and DNA damage regulated 1,ENSG00000088356,PDRG1,p53 and DNA damage regulated 1
1.526708603408521e-34,0.5799552517808055,0.404,0.176,1.104573674566065e-30,10,baz1b,baz1b,ENSNFUG00015008776,bromodomain adjacent to zinc finger domain 1B,ENSG00000009954,BAZ1B,bromodomain adjacent to zinc finger domain 1B
7.419609562911837e-33,0.513799602568374,0.767,0.475,5.368087518766713e-29,10,uqcr10,uqcr10,ENSNFUG00015008972,cytochrome b-c1 complex subunit 9,ENSG00000184076,UQCR10,"ubiquinol-cytochrome c reductase, complex III subunit X"
4.2004014064154864e-32,0.5839854481342255,0.49,0.235,3.0389904175416045e-28,10,CK2A2A,CK2A2A,ENSNFUG00015010357,casein kinase II subunit alpha'-like,ENSG00000070770,CSNK2A2,casein kinase 2 alpha 2
1.094431081533239e-31,0.6876316358475126,0.316,0.127,7.918208874892985e-28,10,"NASP","NASP",ENSNFUG00015009687,histone-binding protein N1/N2-like,ENSG00000132780,"NASP",nuclear autoantigenic sperm protein
1.3385067520538393e-30,0.534416462052246,0.598,0.339,9.684096351109528e-27,10,cwc15,cwc15,ENSNFUG00015014760,CWC15 spliceosome associated protein homolog,ENSG00000150316,CWC15,CWC15 spliceosome associated protein homolog
4.638883828524004e-30,0.5249658927134004,0.897,0.544,3.3562324499371165e-26,10,ENSNFUG00015008598,,ENSNFUG00015008598,vesicle-associated membrane protein 8-like,,NA,NA
2.8779190979416047e-27,0.6309819431459235,0.38,0.184,2.082174467360751e-23,10,RFC2,RFC2,ENSNFUG00015023767,replication factor C subunit 2,ENSG00000049541,RFC2,replication factor C subunit 2
6.887016967228393e-25,0.5234179762474761,0.426,0.222,4.9827567757897426e-21,10,ASNS,ASNS,ENSNFUG00015023109,asparagine synthetase (glutamine-hydrolyzing),ENSG00000070669,ASNS,asparagine synthetase (glutamine-hydrolyzing)
1.0146141107023508e-21,0.5245926097054854,0.985,0.609,7.340733090931507e-18,10,OLA.17191,OLA.17191,ENSNFUG00015016623,eosinophil peroxidase-like,ENSG00000121053,EPX,eosinophil peroxidase
0,1.3936317909847142,0.652,0.082,0,11,apex1,apex1,ENSNFUG00015002905,apurinic/apyrimidinic endodeoxyribonuclease 1,ENSG00000100823,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1
0,0.9792926946477192,0.496,0.042,0,11,tm4sf5,tm4sf5,ENSNFUG00015000707,transmembrane 4 L six family member 5,ENSG00000142484,TM4SF5,transmembrane 4 L six family member 5
1.3782532904684369e-303,1.6670238461824376,0.623,0.083,9.971662556539141e-300,11,HELLS,HELLS,ENSNFUG00015001451,"helicase, lymphoid specific",ENSG00000119969,HELLS,"helicase, lymphoid specific"
1.2318351698020798e-285,1.3492730681681921,0.621,0.086,8.912327453518048e-282,11,parp1,parp1,ENSNFUG00015004671,poly(ADP-ribose) polymerase 1,ENSG00000143799,PARP1,poly(ADP-ribose) polymerase 1
1.724697043489743e-259,1.100616672772054,0.61,0.088,1.247818310964829e-255,11,NPM1A,NPM1A,ENSNFUG00015025089,nucleophosmin-like,ENSG00000181163,NPM1,nucleophosmin 1
7.902478068630634e-239,1.557542675319938,0.6,0.096,5.717442882654264e-235,11,MCM2,MCM2,ENSNFUG00015009278,minichromosome maintenance complex component 2,ENSG00000073111,MCM2,minichromosome maintenance complex component 2
4.3610120146859126e-225,0.5402988579444283,0.327,0.029,3.155192192625258e-221,11,hpcal1,hpcal1,ENSNFUG00015016344,hippocalcin like 1,ENSG00000115756,HPCAL1,hippocalcin like 1
6.863253566035966e-222,1.3417333102727098,0.53,0.079,4.965563955027021e-218,11,mcm6,mcm6,ENSNFUG00015004708,minichromosome maintenance complex component 6,ENSG00000076003,MCM6,minichromosome maintenance complex component 6
1.527366442060384e-221,0.6680109789212604,0.421,0.048,1.1050496208306878e-217,11,PPRC1.1,NA,NA,NA,NA,NA,NA
1.3669906438924183e-216,1.0550048711887858,0.616,0.103,9.890177308561647e-213,11,dkc1,dkc1,ENSNFUG00015005847,"dyskeratosis congenita 1, dyskerin",ENSG00000130826,DKC1,dyskerin pseudouridine synthase 1
1.0460495654565069e-200,1.3243103439717205,0.709,0.147,7.568168606077828e-197,11,NPM3,NPM3,ENSNFUG00015003902,nucleophosmin/nucleoplasmin 3,ENSG00000107833,NPM3,nucleophosmin/nucleoplasmin 3
2.4276208525891308e-198,0.7156908426033554,0.457,0.062,1.756383686848236e-194,11,nop2.1,NA,NA,NA,NA,NA,NA
1.5513312837224318e-191,1.242675413408382,0.849,0.222,1.1223881837731794e-187,11,AHCY,AHCY,ENSNFUG00015004795,adenosylhomocysteinase,ENSG00000101444,AHCY,adenosylhomocysteinase
4.28220224311012e-190,0.8702338244392492,0.595,0.105,3.0981733228901717e-186,11,PPAN,PPAN,ENSNFUG00015006147,peter pan homolog,ENSG00000243207,PPAN-P2RY11,PPAN-P2RY11 readthrough
4.28220224311012e-190,0.8702338244392492,0.595,0.105,3.0981733228901717e-186,11,PPAN,PPAN,ENSNFUG00015006147,peter pan homolog,ENSG00000130810,PPAN,peter pan homolog
3.788914721941246e-186,0.5534938097568238,0.309,0.031,2.7412798013244916e-182,11,RRP12,RRP12,ENSNFUG00015003615,ribosomal RNA processing 12 homolog,ENSG00000052749,RRP12,ribosomal RNA processing 12 homolog
4.191684103104531e-184,1.1863923112906916,1,0.99,3.032683448596128e-180,11,RPLP0,RPLP0,ENSNFUG00015011674,ribosomal protein lateral stalk subunit P0,ENSG00000089157,RPLP0,ribosomal protein lateral stalk subunit P0
4.191684103104531e-184,1.1863923112906916,1,0.99,3.032683448596128e-180,11,RPLP0,RPLP0,ENSNFUG00015011674,ribosomal protein lateral stalk subunit P0,ENSG00000089157,RPLP0,ribosomal protein lateral stalk subunit P0
6.219870208154347e-184,0.9650128578496963,0.686,0.142,4.50007609559967e-180,11,nop10,nop10,ENSNFUG00015005612,NOP10 ribonucleoprotein,ENSG00000182117,NOP10,NOP10 ribonucleoprotein
4.3955271063607895e-175,1.374062972817651,0.81,0.223,3.180163861452031e-171,11,nop58,nop58,ENSNFUG00015009049,NOP58 ribonucleoprotein,ENSG00000055044,NOP58,NOP58 ribonucleoprotein
9.835450938632636e-175,1.9873488644844943,0.849,0.289,7.115948754100712e-171,11,FABP3,FABP3,ENSNFUG00015021917,"fatty acid-binding protein, heart-like",ENSG00000121769,FABP3,fatty acid binding protein 3
1.0526214515875145e-172,0.7511271698237088,0.501,0.083,7.615716202235667e-169,11,PES,PES,ENSNFUG00015024106,pescadillo ribosomal biogenesis factor 1,ENSG00000100029,PES1,pescadillo ribosomal biogenesis factor 1
3.1730310703693884e-172,1.1690452769433621,1,0.99,2.2956879794122524e-168,11,hsp90ab1,hsp90ab1,ENSNFUG00015000474,heat shock protein 90 alpha family class B member 1,ENSG00000096384,HSP90AB1,heat shock protein 90 alpha family class B member 1
4.054109780653611e-172,1.2902582532122469,0.865,0.257,2.9331484263028874e-168,11,PEBP1,PEBP1,ENSNFUG00015012315,phosphatidylethanolamine binding protein 1,,NA,NA
7.850404941030648e-172,0.9827881925850424,0.686,0.148,5.679767974835674e-168,11,SURF6,SURF6,ENSNFUG00015007712,surfeit 6,ENSG00000148296,SURF6,surfeit 6
6.690660283717851e-170,1.191711327900089,1,0.927,4.840692715269865e-166,11,eef1g,eef1g,ENSNFUG00015003934,eukaryotic translation elongation factor 1 gamma,ENSG00000254772,EEF1G,eukaryotic translation elongation factor 1 gamma
6.51580946215042e-168,0.83737690459934,0.616,0.124,4.714188145865829e-164,11,FKBP3,FKBP3,ENSNFUG00015010869,FKBP prolyl isomerase 3,ENSG00000100442,FKBP3,FKBP prolyl isomerase 3
3.626775928520718e-167,1.0406950788310811,0.61,0.124,2.6239723842847392e-163,11,FTSJ,FTSJ,ENSNFUG00015025406,FtsJ RNA 2'-O-methyltransferase 3,ENSG00000108592,FTSJ3,FtsJ RNA 2'-O-methyltransferase 3
1.5456155769961266e-166,0.663425979044986,0.478,0.077,1.1182528699566976e-162,11,MYBBP1A,MYBBP1A,ENSNFUG00015006284,MYB binding protein 1a,ENSG00000132382,MYBBP1A,MYB binding protein 1a
1.8395270795299053e-164,0.6871398302434873,0.41,0.06,1.3308978420398865e-160,11,TSR1,TSR1,ENSNFUG00015002204,TSR1 ribosome maturation factor,ENSG00000167721,TSR1,TSR1 ribosome maturation factor
1.1048985320415605e-161,0.9041050762496058,0.657,0.145,7.99394087932069e-158,11,FAM136A,FAM136A,ENSNFUG00015015281,family with sequence similarity 136 member A,ENSG00000035141,FAM136A,family with sequence similarity 136 member A
2.51748802913599e-161,1.4357442801711382,0.938,0.343,1.8214025890798886e-157,11,snrpf,snrpf,ENSNFUG00015010592,small nuclear ribonucleoprotein polypeptide F,ENSG00000139343,SNRPF,small nuclear ribonucleoprotein polypeptide F
1.1952774151256021e-158,0.8283345863563659,0.662,0.144,8.647832098433732e-155,11,LLPH,LLPH,ENSNFUG00015006094,"LLP homolog, long-term synaptic facilitation factor",,NA,NA
1.5597735344335578e-158,1.0261093190338333,0.779,0.205,1.1284961521626792e-154,11,CCDC86,CCDC86,ENSNFUG00015007397,coiled-coil domain containing 86,ENSG00000110104,CCDC86,coiled-coil domain containing 86
5.869916101964938e-158,1.1509856960491511,1,0.943,4.246884299771633e-154,11,RPLP2L,RPLP2L,ENSNFUG00015017532,60S acidic ribosomal protein P2-like,ENSG00000177600,RPLP2,ribosomal protein lateral stalk subunit P2
6.176913745365308e-157,1.2503682364417403,0.787,0.224,4.4689970947718005e-153,11,PA2G4B,PA2G4B,ENSNFUG00015015456,proliferation-associated protein 2G4-like,,NA,NA
7.936739896962014e-156,1.441830432411252,0.94,0.355,5.742231315452017e-152,11,snu13a,snu13a,ENSNFUG00015014763,"SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5)",ENSG00000100138,SNU13,small nuclear ribonucleoprotein 13
3.2185852153739336e-155,1.2571243497775368,0.995,0.844,2.328646403323041e-151,11,EEF2,EEF2,ENSNFUG00015023495,elongation factor 2-like,,NA,NA
1.3140352319643151e-154,0.9025993165085276,0.662,0.151,9.50704490326182e-151,11,ssb,ssb,ENSNFUG00015024701,small RNA binding exonuclease protection factor La,ENSG00000138385,SSB,small RNA binding exonuclease protection factor La
1.7527520779264524e-152,0.7413251903282883,0.262,0.027,1.2681161283797883e-148,11,ACSF2,ACSF2,ENSNFUG00015009840,"acyl-CoA synthetase family member 2, mitochondrial-like",ENSG00000167107,ACSF2,acyl-CoA synthetase family member 2
1.7527520779264524e-152,0.7413251903282883,0.262,0.027,1.2681161283797883e-148,11,ACSF2,ACSF2,ENSNFUG00015024319,"acyl-CoA synthetase family member 2, mitochondrial-like",ENSG00000167107,ACSF2,acyl-CoA synthetase family member 2
1.770981475771044e-150,0.8968968982943037,0.462,0.076,1.2813050977203505e-146,11,CD74B,CD74B,ENSNFUG00015003177,uncharacterized LOC107375851,,NA,NA
3.255717664307266e-150,1.0265464696862308,0.496,0.098,2.355511730126307e-146,11,uhrf1,uhrf1,ENSNFUG00015017248,ubiquitin-like with PHD and ring finger domains 1,ENSG00000276043,UHRF1,ubiquitin like with PHD and ring finger domains 1
1.0713785317845023e-148,1.5455379604842974,0.927,0.434,7.751423677460874e-145,11,hspe1,hspe1,ENSNFUG00015004832,heat shock 10 protein 1,ENSG00000115541,HSPE1,heat shock protein family E (Hsp10) member 1
5.8098169171546124e-148,1.0900598928216965,0.792,0.224,4.203402539561362e-144,11,NHP2,NHP2,ENSNFUG00015005456,NHP2 ribonucleoprotein,ENSG00000145912,NHP2,NHP2 ribonucleoprotein
4.812988628450625e-147,0.6871239207276261,0.434,0.072,3.482197272684027e-143,11,FBL,FBL,ENSNFUG00015004300,fibrillarin,ENSG00000188573,FBLL1,fibrillarin like 1
4.812988628450625e-147,0.6871239207276261,0.434,0.072,3.482197272684027e-143,11,FBL,FBL,ENSNFUG00015004300,fibrillarin,ENSG00000105202,FBL,fibrillarin
5.745055787226496e-147,0.5671167231781283,0.382,0.058,4.15654786205837e-143,11,ATAD3B,ATAD3B,ENSNFUG00015006550,ATPase family AAA domain containing 3A,ENSG00000197785,ATAD3A,ATPase family AAA domain containing 3A
1.1118945808645994e-146,0.5883468858441943,0.514,0.096,8.044557292555377e-143,11,NGDN,NGDN,ENSNFUG00015004398,neuroguidin,ENSG00000129460,NGDN,neuroguidin
1.2130147284280687e-145,1.5303484779984844,0.99,0.681,8.776161560177077e-142,11,rpl22l1,rpl22l1,ENSNFUG00015023357,ribosomal protein L22 like 1,ENSG00000163584,RPL22L1,ribosomal protein L22 like 1
2.229469220327415e-145,0.6914841129248583,0.444,0.077,1.6130209809068848e-141,11,THUMPD3,THUMPD3,ENSNFUG00015020684,THUMP domain containing 3,ENSG00000134077,THUMPD3,THUMP domain containing 3
5.756315845645617e-143,0.8011416743759652,1,0.995,4.164694514324603e-139,11,RPSA,RPSA,ENSNFUG00015001374,ribosomal protein SA,ENSG00000288920,RPSAP58,ribosomal protein SA pseudogene 58
5.756315845645617e-143,0.8011416743759652,1,0.995,4.164694514324603e-139,11,RPSA,RPSA,ENSNFUG00015001374,ribosomal protein SA,ENSG00000168028,RPSA,ribosomal protein SA
5.304835000290794e-142,1.0216016689804261,0.997,0.974,3.8380481227103893e-138,11,hspa8,hspa8,ENSNFUG00015013287,heat shock cognate 70 kDa protein,ENSG00000109971,HSPA8,heat shock protein family A (Hsp70) member 8
6.779585294405639e-141,0.8841719789023275,1,0.989,4.905029960502479e-137,11,RPLP1,RPLP1,ENSNFUG00015011322,ribosomal protein lateral stalk subunit P1,ENSG00000137818,RPLP1,ribosomal protein lateral stalk subunit P1
1.4915079493399425e-137,0.8644932136886252,0.579,0.131,1.0791060013474484e-133,11,RRP1,RRP1,ENSNFUG00015010586,ribosomal RNA processing 1B,ENSG00000160214,RRP1,ribosomal RNA processing 1
1.4915079493399425e-137,0.8644932136886252,0.579,0.131,1.0791060013474484e-133,11,RRP1,RRP1,ENSNFUG00015010586,ribosomal RNA processing 1B,ENSG00000160208,RRP1B,ribosomal RNA processing 1B
6.96745366698632e-136,0.5479427582782814,0.418,0.071,5.040952728064603e-132,11,RRP8,RRP8,ENSNFUG00015000624,ribosomal RNA processing 8,ENSG00000132275,RRP8,ribosomal RNA processing 8
1.0853705885875252e-135,0.617684531048587,0.426,0.075,7.852656208430745e-132,11,LRRC47,LRRC47,ENSNFUG00015008967,leucine rich repeat containing 47,ENSG00000130764,LRRC47,leucine rich repeat containing 47
5.731771454490379e-134,0.7126473162601581,0.997,0.998,4.146936647323789e-130,11,RPS16,RPS16,ENSNFUG00015018063,ribosomal protein S16,ENSG00000105193,RPS16,ribosomal protein S16
8.285419266624042e-131,0.6496123516594414,1,1,5.994500839402494e-127,11,ENSNFUG00015021627,,ENSNFUG00015021627,NA,,NA,NA
2.2200673202623293e-130,1.2775925165647828,0.691,0.193,1.6062187062097953e-126,11,hspa5,hspa5,ENSNFUG00015021050,heat shock protein family A (Hsp70) member 5,ENSG00000044574,HSPA5,heat shock protein family A (Hsp70) member 5
3.85436359918605e-130,0.7302617617222474,0.662,0.164,2.7886320640111074e-126,11,timm8b,timm8b,ENSNFUG00015007108,translocase of inner mitochondrial membrane 8 homolog B,ENSG00000150779,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B
1.2729151320536046e-129,0.6715415668381244,1,1,9.209540980407829e-126,11,rpl13a,rpl13a,ENSNFUG00015008460,ribosomal protein L13a,ENSG00000142541,RPL13A,ribosomal protein L13a
2.092544973236723e-129,1.167900707609337,0.87,0.325,1.5139562881367693e-125,11,cct6a,cct6a,ENSNFUG00015006445,chaperonin containing TCP1 subunit 6A,ENSG00000132141,CCT6B,chaperonin containing TCP1 subunit 6B
2.4300583216944348e-129,1.3521656275187195,0.532,0.123,1.7581471957459237e-125,11,"NASP","NASP",ENSNFUG00015009687,histone-binding protein N1/N2-like,ENSG00000132780,"NASP",nuclear autoantigenic sperm protein
2.8127146925988716e-128,0.7180434466252681,1,0.999,2.0349990800952836e-124,11,rps8a,rps8a,ENSNFUG00015009063,ribosomal protein S8a,ENSG00000142937,RPS8,ribosomal protein S8
3.7032356363927464e-124,0.8063546709110101,1,0.994,2.679290982930152e-120,11,RPS12,RPS12,ENSNFUG00015024525,ribosomal protein S12,ENSG00000112306,RPS12,ribosomal protein S12
5.238664317694593e-124,0.5429790963188946,0.494,0.102,3.790173633852038e-120,11,RBM34,RBM34,ENSNFUG00015012947,RNA binding motif protein 34,ENSG00000188739,RBM34,RNA binding motif protein 34
8.386287029780788e-124,0.8158969416867609,0.652,0.173,6.0674786660464e-120,11,MRPS33,MRPS33,ENSNFUG00015002842,mitochondrial ribosomal protein S33,ENSG00000090263,MRPS33,mitochondrial ribosomal protein S33
8.654270612010525e-123,0.6099656769498756,0.486,0.102,6.261364787789616e-119,11,atic,atic,ENSNFUG00015003580,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,ENSG00000138363,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
1.781344717563057e-122,2.1737108220621177,0.748,0.239,1.288802903156872e-118,11,STMN1A,STMN1A,ENSNFUG00015003736,stathmin-like,ENSG00000117632,STMN1,stathmin 1
6.01332799606841e-121,0.5316570065172727,0.364,0.061,4.350642805155494e-117,11,NOC2L,NOC2L,ENSNFUG00015022033,NOC2 like nucleolar associated transcriptional repressor,ENSG00000188976,NOC2L,NOC2 like nucleolar associated transcriptional repressor
2.0627716848183984e-119,0.7197693256989075,0.577,0.145,1.4924153139661112e-115,11,ENSNFUG00015002917,,ENSNFUG00015002917,NA,,NA,NA
4.1865485652888756e-119,0.7276580958948475,1,0.998,3.0289678869865014e-115,11,RPL7A,RPL7A,ENSNFUG00015007670,ribosomal protein L7a,ENSG00000148303,RPL7A,ribosomal protein L7a
2.280826575496203e-118,0.6685330135284806,1,0.995,1.650178027371503e-114,11,rps23,rps23,ENSNFUG00015006818,ribosomal protein S23,ENSG00000186468,RPS23,ribosomal protein S23
7.950065422174231e-118,0.7299957403043282,0.382,0.07,5.7518723329430564e-114,11,UNGA,UNGA,ENSNFUG00015014137,uracil DNA glycosylase a,ENSG00000076248,UNG,uracil DNA glycosylase
1.0769513128272586e-117,0.637051675270476,0.514,0.113,7.791742748305216e-114,11,si:dkey-74k8.3,si:dkey-74k8.3,ENSNFUG00015012977,si:dkey-74k8.3,,NA,NA
9.129748219486504e-117,0.6288220587607332,0.416,0.082,6.605372836798486e-113,11,dnajc2,dnajc2,ENSNFUG00015001233,"DnaJ (Hsp40) homolog, subfamily C, member 2",ENSG00000105821,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2
2.111389557780215e-115,0.937377177463655,0.997,0.918,1.5275903450539856e-111,11,rpl4,rpl4,ENSNFUG00015008298,ribosomal protein L4,ENSG00000174444,RPL4,ribosomal protein L4
8.54385687139483e-115,0.7256644963588277,0.522,0.123,6.1814804464541596e-111,11,SSRP1,SSRP1,ENSNFUG00015003514,structure specific recognition protein 1,ENSG00000149136,SSRP1,structure specific recognition protein 1
1.8645920708102102e-113,0.6336656239517602,1,0.998,1.349032363231187e-109,11,rpl8,rpl8,ENSNFUG00015012104,ribosomal protein L8,ENSG00000161016,RPL8,ribosomal protein L8
7.404130561121663e-113,0.6835544772242992,0.486,0.107,5.356888460971524e-109,11,NCL,NCL,ENSNFUG00015016136,nucleolin-like,,NA,NA
7.404130561121663e-113,0.6835544772242992,0.486,0.107,5.356888460971524e-109,11,NCL,NCL,ENSNFUG00015025029,nucleolin,,NA,NA
2.233055541954444e-112,0.560106046790525,0.413,0.08,1.6156156846040404e-108,11,esf1,esf1,ENSNFUG00015001485,"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)",ENSG00000089048,ESF1,ESF1 nucleolar pre-rRNA processing protein homolog
5.915428618323277e-112,0.8863545137074058,0.499,0.108,4.279812605356891e-108,11,ENSNFUG00015006690,,ENSNFUG00015006690,NA,ENSG00000182578,CSF1R,colony stimulating factor 1 receptor
1.0614290894492304e-111,0.603472211355391,1,0.999,7.679439462165182e-108,11,si:dkey-159f12.2,si:dkey-159f12.2,ENSNFUG00015003681,si:dkey-159f12.2,ENSG00000142534,RPS11,ribosomal protein S11
4.6055431405335426e-111,0.6872431983406866,1,0.998,3.3321104621760183e-107,11,RPL11,RPL11,ENSNFUG00015021595,ribosomal protein L11,ENSG00000142676,RPL11,ribosomal protein L11
2.3110660043094968e-110,0.5988074687142824,1,0.999,1.672056254117921e-106,11,rps7,rps7,ENSNFUG00015013584,ribosomal protein S7,ENSG00000171863,RPS7,ribosomal protein S7
3.759564276603107e-110,0.5818275977739135,0.545,0.132,2.7200447541223477e-106,11,TRMT112,TRMT112,ENSNFUG00015007473,tRNA methyltransferase subunit 11-2,ENSG00000173113,TRMT112,tRNA methyltransferase activator subunit 11-2
1.416765945419568e-109,0.6138112369678206,1,0.998,1.0250301615110575e-105,11,rps13,rps13,ENSNFUG00015007074,ribosomal protein S13,ENSG00000110700,RPS13,ribosomal protein S13
2.297965966063232e-109,1.0127578665544352,0.868,0.326,1.6625783764467484e-105,11,SLIRP,SLIRP,ENSNFUG00015015189,SRA stem-loop interacting RNA binding protein,ENSG00000119705,SLIRP,SRA stem-loop interacting RNA binding protein
1.0820058101668342e-108,0.5591040728016669,0.501,0.115,7.828312036557045e-105,11,ENSNFUG00015010233,,ENSNFUG00015010233,NA,ENSG00000117877,POLR1G,RNA polymerase I subunit G
4.84817952380611e-108,0.8628457578440042,0.343,0.064,3.50765788547372e-104,11,shmt1,shmt1,ENSNFUG00015003312,serine hydroxymethyltransferase 1,ENSG00000176974,SHMT1,serine hydroxymethyltransferase 1
5.2432387701493074e-108,0.7556763534809248,1,0.993,3.793483250203024e-104,11,EEF1B2,EEF1B2,ENSNFUG00015011306,leucine-rich repeat flightless-interacting protein 2-like,ENSG00000124831,LRRFIP1,LRR binding FLII interacting protein 1
4.554018233705213e-107,0.7578578629249266,1,0.98,3.2948321920857215e-103,11,rpl36a,rpl36a,ENSNFUG00015007512,ribosomal protein L36A,ENSG00000165502,RPL36AL,ribosomal protein L36a like
2.4414652827498273e-106,0.560375815855793,0.494,0.116,1.7664001320695e-102,11,GNL2,GNL2,ENSNFUG00015020230,G protein nucleolar 2,ENSG00000134697,GNL2,G protein nucleolar 2
7.170830738729094e-106,0.6010575514249158,0.47,0.107,5.1880960394704996e-102,11,mrps21,mrps21,ENSNFUG00015019622,mitochondrial ribosomal protein S21,,NA,NA
8.2105076800777765e-106,0.7262496094717683,1,0.98,5.940302306536272e-102,11,RPL35,RPL35,ENSNFUG00015012060,ribosomal protein L35,ENSG00000136942,RPL35,ribosomal protein L35
2.708015262188063e-105,0.5988028797430294,0.535,0.134,1.9592490421930635e-101,11,mrps18b,mrps18b,ENSNFUG00015015222,mitochondrial ribosomal protein S18B,ENSG00000204568,MRPS18B,mitochondrial ribosomal protein S18B
1.726024342907086e-104,2.3109802916178412,0.714,0.252,1.2487786120932768e-100,11,pcna,pcna,ENSNFUG00015014638,"Nothobranchius furzeri proliferating cell nuclear antigen (pcna), mRNA.",ENSG00000132646,PCNA,proliferating cell nuclear antigen
7.056449929847434e-104,0.5987662702137628,1,0.996,5.105341524244619e-100,11,rack1,rack1,ENSNFUG00015012048,receptor for activated C kinase 1,ENSG00000204628,RACK1,receptor for activated C kinase 1
2.5614933074465713e-103,1.0742977978188928,0.831,0.305,1.8532404079375944e-99,11,prmt1,prmt1,ENSNFUG00015021721,protein arginine methyltransferase 1,ENSG00000126457,PRMT1,protein arginine methyltransferase 1
2.777655002631212e-103,0.895232330635908,0.997,0.889,2.0096333944036817e-99,11,RPS20,RPS20,ENSNFUG00015016770,ribosomal protein S20,ENSG00000008988,RPS20,ribosomal protein S20
6.061492601992797e-103,1.06945478388685,0.899,0.391,4.385489897541789e-99,11,TCP1,TCP1,ENSNFUG00015011663,t-complex 1,ENSG00000120438,TCP1,t-complex 1
2.1044238718941723e-102,0.7828598467170504,1,0.959,1.5225506713154338e-98,11,RPL15,RPL15,ENSNFUG00015014462,ribosomal protein L15,ENSG00000174748,RPL15,ribosomal protein L15
7.743417947499772e-102,0.6762569500431502,0.577,0.162,5.602362885016085e-98,11,HADH,HADH,ENSNFUG00015008386,hydroxyacyl-CoA dehydrogenase,ENSG00000138796,HADH,hydroxyacyl-CoA dehydrogenase
1.792466776987026e-101,0.6108929007966433,0.455,0.103,1.2968497131501133e-97,11,PHF20A,PHF20A,ENSNFUG00015015596,PHD finger protein 20,ENSG00000025293,PHF20,PHD finger protein 20
1.220425580853721e-100,0.7517106684388266,0.668,0.203,8.829779077476673e-97,11,NMD3,NMD3,ENSNFUG00015004570,NMD3 ribosome export adaptor,ENSG00000169251,NMD3,NMD3 ribosome export adaptor
1.1915792336533473e-99,0.5957422470409544,1,0.998,8.621075755481968e-96,11,RPL9,RPL9,ENSNFUG00015007955,ribosomal protein L9,ENSG00000163682,RPL9,ribosomal protein L9
9.588057791599349e-99,0.8639617322958053,0.865,0.348,6.936959812222129e-95,11,cct8,cct8,ENSNFUG00015024513,chaperonin containing TCP1 subunit 8,ENSG00000156261,CCT8,chaperonin containing TCP1 subunit 8
1.562739065367829e-98,0.6005144515646706,0.322,0.06,1.1306417137936243e-94,11,SEPHS1,SEPHS1,ENSNFUG00015018918,selenophosphate synthetase 1,ENSG00000086475,SEPHS1,selenophosphate synthetase 1
1.6026950075526237e-98,0.7188675827957441,0.527,0.148,1.1595498379643233e-94,11,AARS,AARS,ENSNFUG00015022393,alanyl-tRNA synthetase 1,ENSG00000090861,AARS1,alanyl-tRNA synthetase 1
2.0223876732002125e-98,0.6681615975669514,0.332,0.062,1.4631974815603537e-94,11,OLA.8940,OLA.8940,ENSNFUG00015005742,"cytochrome c oxidase subunit 8B, mitochondrial",,NA,NA
4.065436748345583e-98,0.8278754444441265,1,0.895,2.941343487428029e-94,11,ATP5G3A,ATP5G3A,ENSNFUG00015023349,ATP synthase membrane subunit c locus 3,,NA,NA
4.196159575626284e-98,0.6782695841916269,1,0.985,3.0359214529656165e-94,11,RPL37,RPL37,ENSNFUG00015003531,ribosomal protein L37,ENSG00000145592,RPL37,ribosomal protein L37
5.122865140899139e-97,0.5495381846041187,0.67,0.192,3.7063929294405274e-93,11,ZNF593,ZNF593,ENSNFUG00015008490,zinc finger protein 593,ENSG00000142684,ZNF593,zinc finger protein 593
